IDJwb,IDPSJ,questions_clean,answerKeys_clean,answer_clean,raw_grade,max_grade,grade,labela,label
943,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['ada 3 supervised learning unsupervised learning reinforced learning', 'supervised learning menggunakan data yang sudah diberi label tujaunnya untuk melatih model memprediksi otput berdasarkan input', 'contohnya klasifikasi kucing atau anjing', 'unsupervised learning tidak menggunakan data yang dilabel tujuannya untuk menemukan pola atau struktur tersembunyi dalam data', 'contohnya pengelompokan atau clustering', 'reinforced learning merupakan model yang belajar melalui interaksi dengan lingkungan sistem reward dan punishment', 'tujuannya untuk membuat keputusan berurutan sequential decision making untuk memaksimalkan reward', 'contohnya game ai']",5.0,5.0,10.0,A,5
944,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['pembelajaran mesin tradisional ada beberapa jenis', 'yang pertama adalah supervised learning dimana algoritma belajar dari data yang sudah diberi label', 'lalu ada unsupervised learning dimana algoritma belajar dari data yang tidak memiliki label']",2.5,5.0,5.0,D,2
945,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['supervised learning adalah pembelajaran mesin yang menggunakan acuan data sebagai pengajar jadi memerlukan data yang benar', 'unsupervised learning adalah pembelajaran mesin dari data tanpa variabel pelabelan data', 'reinforced learning adalah pembelajaran mesin yang menggunakn sistem reward dan hukuman']",3.75,5.0,7.5,B,4
946,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['pembelajaran mesin tradisional adalah kita yang perlu belajar menyusun program untuk kasus tertentu berbed dengan machine learning komputer belajar dari data', 'contoh adalah kalkulator topologi jaringan']",0.5,5.0,1.0,E,1
947,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['pembelajaran mesin tradisional adalah mesin yang apabila sudah diberi data dan program outputnya akan sama dengan apa yang dipelajari data program adalah output', 'jenis pembelajaran mesin yang sudah dipelajari misalnya excel contoh penerapannya adalah jika kita menggunakan rumus adalah sum maka secara otomatis rumus tersebut akan menghitung jumlah data', 'jenis yang lain adalah kalkulator dimana kalkulator sudah diprogram untuk simbol simbol tertentu', 'contoh penerapannya misalnya simbol pada kalkulator digunakan untuk menjumlahkan simbol untuk mengurangi simbol x untuk mengalikan dll', 'ada juga pembelajaran mesin tradisional seperti ms', 'word dimana terdapat beberapa formula yang sifatnya mutlak', 'contohnya ctrl b yang digunakan untuk menebalkan huruf bukan yg lain']",0.5,5.0,1.0,E,1
948,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']",['kosong'],0.0,5.0,0.0,E,1
949,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['ada 4 jenis yaitu supervised learning adalah model belajar dengan cara diberikan suatu label pada dataset', 'unsupervised learning adalah model belajar dengan mengobservasi struktur data dan digunakan pada data yang tidak berlabel', 'reinforced learning adalah pembelajaran berbasis penghargaan yang berfokus pada pengambilan keputusan sekuensial', 'deep learning adalah pembelajaran yang berbasis hierarki konsep yang bersarang dimana konsep abstrak dipelajari dari konsep yang lebih sederhana']",3.0,5.0,6.0,C,3
950,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['supervised learning adalah algoritma belajar dari data yang sudah diberi label atau jawaban yang sudah benar sehingga ketika diberi data baru tanpa label model bisa memprediksi label dengan benar', 'unsupervised learning adalah algoritma belajar dari data yang tidak diberi label', 'algoritma harus belajar sendiri dengan menemukan pola struktur atau pengelompokan tersembunyi dari data', 'clustering dapat bersifat subjective', 'reinforcement learning adalah algoritma belajar untuk mengambil keputusan dengan berinteraksi dengan lingkungan', 'algoritma dapat menerima pinalti atau reward sehingga dapat mempelajari peraturan atau tindakan terbaik yang dapat dilakukan']",4.0,5.0,8.0,B,4
951,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['yang saya ketahui pertama itu supervised learning dimana data sudah diberi label', 'contohnya memprediksi kategori seperti filter gmail pada bagian spam', 'kedua itu unsupervised learning yang memiliki arti sebaliknya dari supervised learning yaitu data tidak diberi label', 'contohnya pengelompokkan kebiasaan atau perilaku dari pelanggan jadi melihat perilaku pelanggan pembeli untuk target pasar', 'ketiga reinforcement learning yang belajar dulu baru mendapatkan hasil trial and error', 'contohnya ketika user memberikan kode error dari sebuah projek dipelajari terlebih dahulu dan kemudian diberikan jawaban yang belum tentu benar']",3.75,5.0,7.5,B,4
952,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['jenis pembelajaran coding menggunakan bahasa pemrograman seperti python c java c dsb', 'di mana kita membuat suatu program dengan kode perintah lalu memasukkan atau menginput data dan menjalankan programnya sehingga didapatkan outputnya', 'misalnya saja program kalkulator di mana kita memasukkan data berupa angka dan operator ke dalam program kemudian program akan menghitungnya dan mengeluarkan output berupa angka hasil perhitungan']",0.5,5.0,1.0,E,1
953,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['supervised learning adalah pembelajaran dengan dataset berlabel sebagai guru', 'unsupervised learning adalah pembelajaran yang mengandalkan pattern tanpa validasi', 'reinforces learning adalah pembelajaran dengan menggunakan hadiah jika benar memprediksi', 'transfer learning adalah model yang sudah pernah di develop menjadi starting point model baru']",3.75,5.0,7.5,B,4
954,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['ada 3 jenis machine learning yang dipelajari', 'supervised learning adalah pembelajaran menggunakan dataset yang sudah diberi label', 'maka dari itu mesin mendapatkan feedback secara langsung', 'contohnya melakukan klasifikasi dengan dataset gambar kucing sebanyak 1000 dan gambar anjing sebanyak 1000 yang mana sudah dilabeli untuk setiap gambarnya', 'unsupervised learning adalah pembelajaran menggunakan dataset tanpa label', 'contohnya clustering sidik jari yang membedakan sidik jari milik pria atau wanita', 'reinforced learning adalah pembelajaran dengan reward and punishment', 'contohnya self driving car yang belajar dengan bertahap', 'jika mobil menabrak maka diberi punishment', 'jika mobil mencapai finish maka diberi reward']",5.0,5.0,10.0,A,5
955,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['ada 3 tipe pembelajaran mesin tradisional yaitu adalah supervised learning as a task driven solving regression dan classification progress', 'unsupervised learning as a data driven identifying patterns dan relationship by creating clusters and used to solve clustering problems', 'and reinforced learning reward based learning sequential decision making trial and error type of problem solution and modelled as markov decision process']",3.0,5.0,6.0,C,3
956,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['supervised learning', 'supervised learning adalah model pembelajaran dengan memberikan petunjuk atau arahan antara lain pemberian label untuk setiap data', 'contoh dari supervised learning adalah sebuah gambar apel diberikan label apel untuk memudahkan pembelajaran bagi mesin', 'unsupervised learning', 'model pembelajaran ini berkebalikan dengan supervised learning', 'pembelajaran ini akan membuat melakukan pengelompokan data berdasarkan kategori tertentu', 'contoh dari pembelajaran ini adalah diberikan kumpulan data gambar buah apel dengan berbagai warna', 'mesin akan belajar dari data data yang diberikan dan melakukan pengelompokkan berdasarkan warna dari gambar', 'reinforced learning', 'model pembelajaran ini berbasis reward atau hadiah', 'setiap kali mesin berhasil mengenali pola maka akan diberikan reward tertentu', 'sebagai contoh algoritma pencarian jalur akan bertambah nilai reward ketika berhasil menemukan jalan']",4.25,5.0,8.5,B,4
957,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['supervised learning adalah pembelajaran yang modelnya belajar dari dataset yang memiliki label karena based on label contoh adalah eda', 'unsupervised learning adalah pembelajaran yang modelnya mengobservasi struktur data dan tidak digunakan pada data yang tidak berlabel', 'reinforced learning adalah pembelajaran berbasis reward yang berfokus pada pengambilan keputusan sekuensial', 'deep learning adalah pembelajaran dimana konsep yang abstrak dipelajari dari konsep sederhana']",3.0,5.0,6.0,C,3
958,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['supervised learning adalah data yang dipelajari punya label', 'contoh kasus adalah model belajar bedakan email spam dan tdk spam berdasarkan data cth', 'email yang sudah dilabeli', 'unsupervised learning adalah data yang dipelajari tdk punya label', 'contoh kasus adalah model mengelompokkan artikel berita menurut kesamaan isinya tanpa tahu topiknya', 'transfer learning adalah menggunakan model yang sudah dilatih pd satu tugas untuk mempelajari tugas atau task lain', 'contoh adalah mengambil model bahasa bert sudah dilatih di teks umum lalu disesuaikan utk analisis berita']",2.5,5.0,5.0,D,2
959,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['supervised learning', 'pada datanya memiliki label dimana dataset bertindak sebagai guru', 'tujuan dari supervised learning yaitu memprediksi suatu data', 'penyelesaian masalah ini dengan regresi yaitu memprediksi nilai kontinue dan klasifikasi yaitu memprediksi dengan kategori', 'framework dasarnya adalah y adalah f x dimana y adalah output atau label dan x adalah fitur', 'contoh penerapannya pengkategorian harga murah', 'unsupervised learningpada datanya tidak memiliki label', 'tujuan dari unsupervised learning yaitu menemukan pola atau struktur tersembunyi dalam data', 'umumnya digunakan untuk masalah clustering', 'contoh penerapannya pun seperti clustering pelanggan berdasarkan umur', 'reinforcement learning', 'pembelajaran ini melalui sebuah pengalaman seperti melewati trial dan eror', 'agen belajar untuk mengambil keputusan sama halnya yaitu decision making berdasarkan suatu reward atau punishment', 'contoh penerapannya seperti pelatihan untuk robot berjalan atau mobil otomatis']",4.75,5.0,9.5,A,5
960,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['supervised learning adalah pada metode ini data akan diberi label komputer akan belajar dari data berlabel tersebut', 'pada metode ini training akan dilakukan dengan input dan output yang diketahui', 'dari pembelajaran tsb', 'akan ditentukan fungsi prediksi f x adalah', 'contoh penerapannya adalah svm neural networks naive bayes dll', 'unsupervised learning adalah pada metode ini data tidak diberikan label', 'maka dari itu pembelajarannya berfokus pada clustering analisis kesamaan dan ketidaksamaan antar data yang tersedia', 'contoh penerapannya misalkan diberikan gambar anjing dgn berbagai ras komputer akan mencari kesamaannya berdasarkan bulu yang dimiliki ukuran suara', 'dari analisis kesamaan tsb', 'maka kelompok anjing akan dikelompokkan sendiri dengan ciri ciri yang sama', 'reinforced learning adalah pada metode ini terdapat sistem reward yang akan diberikan', 'metode ini belajar dari error yang terjadi atau trial dan error', 'output yang dihasilkan tergantung kepada inputnya misalkan dalam game jika kita tidak memenuhi target capaian maka outputnya kalah dan sebaliknya', 'keputusan yang diambil metode ini dilakukan secara sequential']",4.25,5.0,8.5,B,4
961,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['supervised learning adalah merupakan jenis pembelajaran menggunakan data yang sudah dilabeli sebagai acuannya', 'biasa digunakan utk prediksi contoh penerapan adalah deteksi spam pengenalan gambar prediksi cuaca', 'unsupervised learning adalah merupakan metode pembelajaran data tanpa dilabeli yang bertujuan utk menemukan pola struktur atau pengelompokan tersambung dari data itu sendiri', 'contoh penerapan adalah pengelompokan dokumen sistem rekomendasi', 'reinforcement learning adalah merupakan pembelajaran menggunakan reward and penalty melalui tindakan yg diambil', 'contoh penerapan adalah robotika self driving', 'transfer learning adalah merupakan pembelajaran yang memanfaatkan pengetahuan yang telah dipelajari dari satu tugas untuk menyelesaikan tugas baru yang terkait contoh penerapan adalah fine tuning model bahasa alami seperti bert untuk analisis sentimen di industri tertentu', 'deep learning adalah merupakan pembelajaran yg menggunakan neural network dgn banyak lapisan', 'ensemble learning adalah merupakan pembelajaran yang menggabungkan beberapa model untuk meningkatkan prediksi']",4.5,5.0,9.0,A,5
962,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['ada dua jenis pembelajaran mesin tradisional yang saya ketahui yaitu supervised learning dan unsupervised learning', 'supervised learning adalah pembelajaran yang menggunakan data yang sangat banyak dan rumit untuk diproses komputer', 'sedangkan unsupervised learning adalah pembelajaran yang tidak menggunakan data sama sekali dalam proses latihannya sehingga lebih cepat', 'contoh penerapannya bisa dilihat pada penggunaan robot di pabrik']",2.25,5.0,4.5,D,2
963,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['terdapat tiga jenis pembelajaran mesin tradisional yang telah dipelajari', 'pertama adalah supervised learning yaitu metode di mana model dilatih menggunakan data yang berlabel contoh penerapannya adalah deteksi spam pada email', 'kedua adalah unsupervised learning yang digunakan pada data tanpa label untuk menemukan pola tersembunyi contohnya adalah segmentasi pelanggan dalam bisnis', 'terakhir adalah reinforcement learning di mana agen belajar melalui interaksi trial and error dengan lingkungan untuk mendapatkan reward contohnya pada navigasi robot']",4.75,5.0,9.5,A,5
964,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['pembelajaran mesin tradisional dibagi menjadi tiga kategori utama', 'supervised learning adalah pembelajaran terawasi di mana input dan output target sudah diketahui misalnya prediksi harga rumah', 'unsupervised learning adalah pembelajaran tanpa supervisi untuk data yang tidak berlabel sering dipakai untuk clustering berita', 'reinforcement learning adalah pembelajaran berbasis penguatan di mana sistem belajar dari konsekuensi tindakannya seperti algoritma yang belajar bermain catur']",5.0,5.0,10.0,A,5
