IDJwb,IDPSJ,questions,answerKeys,answer,raw_grade,max_grade,grade,labela,label,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,grade_num,is_synthetic,inverse_words
353,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","* Masa Prakatekumenat : Masa pemurnian calon
	* Masa Katekumenat : Masa pengajaran iman serta latihan hidup dalam jemaat
	* Masa Persiapan Terakhir : Masa khusus untuk mempersiapkan diri menerima sakramen Baptis
	* Upacara Terakhir : Upacara penerimaan sakramen Baptis","26,67","33,33",8,B,4,,,,,,,,,,,,,,,,8,1,masa untukhidup pra-jabatan saat hidup-waktu kehiupan pengaaman memasa dan dalam masahidup yang
427,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1 .Prakatekumenat : Masa dimana calon baptis mendapatkan masa permunian motivasi calon diakhiri dengan pelantikan menjadi Katekumenat
2. Katekumenat : Masa dimana calon baptis mengikuti pembelajaran dan pembinaan iman dan diakhiri dengan pengudusan katekumenat terpilih
3. Pengukuhan Katekumenat terpilih : Masa persiapan terakhir yakni masa khusus mempersiapkan diri menerima sakramen-sakramen inisiasi dan diakhiri dengan tahap ketiga Upcara penerimaan sakramen baptis
Masa Mistagogi : Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","26,67","33,33",8,B,4,,,,,,,,,,,,,,,,8,1,masa dan pengaaman pra-jabatan untukhidup untukyang kehiupan penyluhan sekaolah menya-dari prosesyang peneapan
393,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1. Ada masa pemurnian motivasi calon baptis (diakhiri dengan upacara pertama)

2. Masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat (biasanya pertemuan akan dilakukan beberapa kali, diakhiri dengan upacara kedua).

3. Masa persiapan terakhir (persiapan menerima sakramen-sakramen inisiasi dan diakhiri Upacara Ketiga yaitu penerimaan sakramen baptis).

4. Pembinaan lanjutan setelah menerima baptis.","26,67","33,33",8,B,4,,,,,,,,,,,,,,,,8,1,dan sekaolah pengaaman untukhidup penyluhan yang penuisan menya-dari untukyang selesasi penujuan prosesyang
393,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1. Ada masa pemurnian motivasi calon baptis (diakhiri dengan upacara pertama)

2. Masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat (biasanya pertemuan akan dilakukan beberapa kali, diakhiri dengan upacara kedua).

3. Masa persiapan terakhir (persiapan menerima sakramen-sakramen inisiasi dan diakhiri Upacara Ketiga yaitu penerimaan sakramen baptis).

4. Pembinaan lanjutan setelah menerima baptis.","26,67","33,33",8,B,4,,,,,,,,,,,,,,,,8,1,dan sekaolah pengaaman untukhidup penyluhan untukyang yang prosesyang penuisan selesasi penujuan peneapan
335,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","-Masa Prakatekumenat (Masa pemurnian motivasi calon)

-Masa Katekumenat (Masa pembinaan)

-Masa Mistatogi (Masa persiapan seseorang untuk memperoleh sakramen inisiasi)

-Masa pembinaan lanjutan (Masa pembinaan lanjutan setelah menerima sakramen)","26,67","33,33",8,B,4,,,,,,,,,,,,,,,,8,1,masa saat masa-masa pra-jabatan memasa waktu awal untukmasa lampauan permasa dimasa kehiupan
353,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","* Masa Prakatekumenat : Masa pemurnian calon
	* Masa Katekumenat : Masa pengajaran iman serta latihan hidup dalam jemaat
	* Masa Persiapan Terakhir : Masa khusus untuk mempersiapkan diri menerima sakramen Baptis
	* Upacara Terakhir : Upacara penerimaan sakramen Baptis","26,67","33,33",8,B,4,,,,,,,,,,,,,,,,8,1,masa saat untukhidup pra-jabatan hidup-waktu kehiupan memasa pengaaman untukmasa dan padazaman lampauan
343,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","tahapan-tahapan yang harus dilalui dalam proses baptis dewasa di antaranya:

1) masa prakatekumenat: masa pemurnian motivasi calon

2) masa katekumenat: persiapan terakhir yakni masa khusus untuk mempersiapkan diri menerima sakramen-sakramen inisiasi

3) masa pembinaan lanjutan setelah sesorang menerima sakramen baptis

4) masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat","26,67","33,33",8,B,4,,,,,,,,,,,,,,,,8,1,masa saat yang dan pra-jabatan untukhidup dalam kehiupan prosesyang pengaaman tahap-demi dalamupaya
353,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","* Masa Prakatekumenat : Masa pemurnian calon
	* Masa Katekumenat : Masa pengajaran iman serta latihan hidup dalam jemaat
	* Masa Persiapan Terakhir : Masa khusus untuk mempersiapkan diri menerima sakramen Baptis
	* Upacara Terakhir : Upacara penerimaan sakramen Baptis","26,67","33,33",8,B,4,,,,,,,,,,,,,,,,8,1,masa saat pra-jabatan hidup-waktu memasa untukhidup kehiupan untukmasa masa-masa waktu lampauan pengaaman
393,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1. Ada masa pemurnian motivasi calon baptis (diakhiri dengan upacara pertama)

2. Masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat (biasanya pertemuan akan dilakukan beberapa kali, diakhiri dengan upacara kedua).

3. Masa persiapan terakhir (persiapan menerima sakramen-sakramen inisiasi dan diakhiri Upacara Ketiga yaitu penerimaan sakramen baptis).

4. Pembinaan lanjutan setelah menerima baptis.","26,67","33,33",8,B,4,,,,,,,,,,,,,,,,8,1,dan sekaolah menya-dari pengaaman itu untukhidup yang penuisan selesasi penyluhan untukyang melaqukan
353,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","* Masa Prakatekumenat : Masa pemurnian calon
	* Masa Katekumenat : Masa pengajaran iman serta latihan hidup dalam jemaat
	* Masa Persiapan Terakhir : Masa khusus untuk mempersiapkan diri menerima sakramen Baptis
	* Upacara Terakhir : Upacara penerimaan sakramen Baptis","26,67","33,33",8,B,4,,,,,,,,,,,,,,,,8,1,masa pra-jabatan untukhidup dan hidup-waktu saat kehiupan pengaaman memasa padazaman lampauan menya-dari
335,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","-Masa Prakatekumenat (Masa pemurnian motivasi calon)

-Masa Katekumenat (Masa pembinaan)

-Masa Mistatogi (Masa persiapan seseorang untuk memperoleh sakramen inisiasi)

-Masa pembinaan lanjutan (Masa pembinaan lanjutan setelah menerima sakramen)","26,67","33,33",8,B,4,,,,,,,,,,,,,,,,8,1,masa masa-masa saat pra-jabatan dimasa memasa untukmasa permasa waktu awal pemasa lampauan
335,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","-Masa Prakatekumenat (Masa pemurnian motivasi calon)

-Masa Katekumenat (Masa pembinaan)

-Masa Mistatogi (Masa persiapan seseorang untuk memperoleh sakramen inisiasi)

-Masa pembinaan lanjutan (Masa pembinaan lanjutan setelah menerima sakramen)","26,67","33,33",8,B,4,,,,,,,,,,,,,,,,8,1,masa masa-masa dimasa saat pra-jabatan permasa memasa awal waktu untukmasa pemasa lampauan
386,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1.Pra-katekumenat motivasi dalam pembelajaran lalu diadakan upacara kesatu untuk menjadi

2. katekumenat sebagai pembelajaraan dalam pembatisan yang diakhiri dengan upacara ke 2

3. persiapan akhir yang dimana seseorang di baptis setelah melalui masa pembelajaraan katekumenat

4. mistagogi sebagai bimbingan akhir setelah seseorang di baptis","30,00","33,33",9,A,5,,,,,,,,,,,,,,,,9,1,dalam masa pada akhir saat awal setelah suatu dan kedua pra-jabatan yang
430,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1. Masa prakatekumenat: diahkiri dengan upacara pertama yaitu, pelantikan menjadi katakumenat

2. Masa kata kumenat: diakhiri dengan upacara tahap kedua, yaitu upacara pengukuhan kata kumenat terpilih

3. persiapan terakhir: diakhiri dengan upacara tahap ketiga, yaitu upacara penerimaan sakramen baptis

4. Masa mistagogi: masa pembinaan lanjutan setelah menerima sakramen baptis.","30,00","33,33",9,A,5,,,,,,,,,,,,,,,,9,1,peneapan penyluhan konsepyang menya-dari pengaaman selesasi pra-jabatan penuisan anak-air sampaipada peraangkat untukhidup
429,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","Proses prakatekumennat = pembersihan motivasi calon

Proses katekumenat = masa pengajaran iman serta latihan hidup dalam jemaat

Proses persiapan terakhir = pembinaan terakhir dalam penerimaan sakramen babtis

Proses mistelogi = masa pembelajaran lajutan dalam penerimaan sakramen batis","30,00","33,33",9,A,5,,,,,,,,,,,,,,,,9,1,pengaaman penyluhan untukhidup prosesyang prosesbelajar peneapan peraangkat penujuan proses dan dalam kehiupan
419,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1. Masa prakatekumenat, diakhiri dengan upacara tahap pertama: pembelajaran/pembinaan terhadap calon kumenat.

2. Masa katekumenat, diakhiri dengan upacara tahap ke dua: refleksi/motivasi terhadap calon kumenat.

3. Masa tahap akhir, diakhiri dengan upacar tahp ke tiga: penerimaan sakramen baptis.

4. Masa mistagogi: pembelajaran tahap lanjut.","30,00","33,33",9,A,5,,,,,,,,,,,,,,,,9,1,masa dalam tahap-demi dan tahap awal sampaipada keproses pada pra-jabatan kehiupan proses
429,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","Proses prakatekumennat = pembersihan motivasi calon

Proses katekumenat = masa pengajaran iman serta latihan hidup dalam jemaat

Proses persiapan terakhir = pembinaan terakhir dalam penerimaan sakramen babtis

Proses mistelogi = masa pembelajaran lajutan dalam penerimaan sakramen batis","30,00","33,33",9,A,5,,,,,,,,,,,,,,,,9,1,dalam proses dan prosesbelajar yang saat suatu pra-jabatan masa sesuaatu keproses penysunan
386,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1.Pra-katekumenat motivasi dalam pembelajaran lalu diadakan upacara kesatu untuk menjadi

2. katekumenat sebagai pembelajaraan dalam pembatisan yang diakhiri dengan upacara ke 2

3. persiapan akhir yang dimana seseorang di baptis setelah melalui masa pembelajaraan katekumenat

4. mistagogi sebagai bimbingan akhir setelah seseorang di baptis","30,00","33,33",9,A,5,,,,,,,,,,,,,,,,9,1,dalam pada masa saat akhir awal setelah suatu yang ketika pra-jabatan dan
435,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","Tahap pertama : (Pratekumenat) masa permurnian bagi calon baptis.

Tahap kedua : (Katekumenat) pembinaan bagi calon baptis dewasa

Tahap terakhir : upacara penerimaan baptis dewasa

Mistagogi : ibadah bagi sang penerimaan baptis dewasa","30,00","33,33",9,A,5,,,,,,,,,,,,,,,,9,1,bagi penyluhan pengaaman untukhidup pendldikan anak-air peraangkat peneapan bagisemua untukyang berkempentingan dan
419,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1. Masa prakatekumenat, diakhiri dengan upacara tahap pertama: pembelajaran/pembinaan terhadap calon kumenat.

2. Masa katekumenat, diakhiri dengan upacara tahap ke dua: refleksi/motivasi terhadap calon kumenat.

3. Masa tahap akhir, diakhiri dengan upacar tahp ke tiga: penerimaan sakramen baptis.

4. Masa mistagogi: pembelajaran tahap lanjut.","30,00","33,33",9,A,5,,,,,,,,,,,,,,,,9,1,masa dalam tahap-demi dan awal tahap proses keproses kehiupan sampaipada pra-jabatan sesuaatu
419,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1. Masa prakatekumenat, diakhiri dengan upacara tahap pertama: pembelajaran/pembinaan terhadap calon kumenat.

2. Masa katekumenat, diakhiri dengan upacara tahap ke dua: refleksi/motivasi terhadap calon kumenat.

3. Masa tahap akhir, diakhiri dengan upacar tahp ke tiga: penerimaan sakramen baptis.

4. Masa mistagogi: pembelajaran tahap lanjut.","30,00","33,33",9,A,5,,,,,,,,,,,,,,,,9,1,dalam masa tahap-demi dan proses keproses kehiupan penujuan penyluhan pra-jabatan awal sesuaatu
435,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","Tahap pertama : (Pratekumenat) masa permurnian bagi calon baptis.

Tahap kedua : (Katekumenat) pembinaan bagi calon baptis dewasa

Tahap terakhir : upacara penerimaan baptis dewasa

Mistagogi : ibadah bagi sang penerimaan baptis dewasa","30,00","33,33",9,A,5,,,,,,,,,,,,,,,,9,1,bagi penyluhan pengaaman dan masa untukhidup anak-air bagisemua untukyang pendldikan sampaipada menya-dari
386,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1.Pra-katekumenat motivasi dalam pembelajaran lalu diadakan upacara kesatu untuk menjadi

2. katekumenat sebagai pembelajaraan dalam pembatisan yang diakhiri dengan upacara ke 2

3. persiapan akhir yang dimana seseorang di baptis setelah melalui masa pembelajaraan katekumenat

4. mistagogi sebagai bimbingan akhir setelah seseorang di baptis","30,00","33,33",9,A,5,,,,,,,,,,,,,,,,9,1,dalam pada saat masa akhir yang suatu awal setelah dan pra-jabatan ketika
368,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","* masa pra-katekumenat : masa pemurnian motivasi calon

	* masa katekumenat : masa pengajaran dan peminaan iman, serta latihan hidup dalam jemaat

	* masa akhir : masa khusus persiapan akhir untuk mempersiapkan diri menerima sakramen-sakramen inisiasi dan diakhiri dengan tahap ke tiga upacara penerimaan sakramen baptis

	* mistagogi : masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","30,00","33,33",9,A,5,,,,,,,,,,,,,,,,9,1,masa dan pra-jabatan saat kehiupan dalam untukhidup hidup-waktu pengaaman yang awal sampaipada
355,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","MASA PRAKATEKUMENAT:
Masa dimana calon baptis dimurnikan
Masa katekumenat:
Masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat
Masa persiapan terakhir:
Masa khusus untuk mempersiapkan diri menerima sakramen sakramen inisiasi dan di akhiri dengan upacara ketiga, yaitu penerimaan sakramen baptis
Masa mistagogi:
Masa pembinaan lanjutan seseorang setelah penerimaan sakrmen baptis","30,00","33,33",9,A,5,,,,,,,,,,,,,,,,9,1,masa dalam dan untukhidup kehiupan pengaaman dalamupaya pra-jabatan hidup-waktu prosesyang baikdalam penujuan
419,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1. Masa prakatekumenat, diakhiri dengan upacara tahap pertama: pembelajaran/pembinaan terhadap calon kumenat.

2. Masa katekumenat, diakhiri dengan upacara tahap ke dua: refleksi/motivasi terhadap calon kumenat.

3. Masa tahap akhir, diakhiri dengan upacar tahp ke tiga: penerimaan sakramen baptis.

4. Masa mistagogi: pembelajaran tahap lanjut.","30,00","33,33",9,A,5,,,,,,,,,,,,,,,,9,1,masa tahap awal pada tahap-demi sampaipada dan dalam kedua setelah akhir saat
435,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","Tahap pertama : (Pratekumenat) masa permurnian bagi calon baptis.

Tahap kedua : (Katekumenat) pembinaan bagi calon baptis dewasa

Tahap terakhir : upacara penerimaan baptis dewasa

Mistagogi : ibadah bagi sang penerimaan baptis dewasa","30,00","33,33",9,A,5,,,,,,,,,,,,,,,,9,1,masa bagi pengaaman untukhidup penyluhan dan kehiupan pra-jabatan untukyang saat bagisemua manusisa
