IDJwb,IDPSJ,questions_clean,answerKeys_clean,answer_clean,raw_grade,max_grade,grade,labela,label
713,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']","['kami putra putri indonesia mengaku bertumpah darah yang satu dan berbahasa yang satu bahasa indonesia', 'kami putra putri indonesia menjunjung tinggi persatuan dan kesatuan', 'kami putra putri indonesia berjanji akan selalu rela berkorban']",15,30,"5,00",D,2
714,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']","['pemuda pemudi indonesia', 'dengan ini menyatakan bahwa indonesia membutuhkan kalian']",5,30,"1,67",E,1
715,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']","['kami putra dan putri indonesia', 'akan menjunjung persatuan dan kesatuan', 'mencintai dan membela tanah air', 'kami putri dan putra indonesia', 'menjunjung kemerdekaan indonesia']",10,30,"3,33",E,1
716,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']",['tidak boleh membeda bedakan ras agama suku'],5,30,"1,67",E,1
717,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']",['kami pemuda pemudi indonesia menyatakan bahwa persatuan dan kesatuan bangsa indonesia merupakan kunci kemerdekaan maka dari itu mari kita bersatu untuk mendapatkan kemerdekaan'],5,30,"1,67",E,1
718,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']","['kami putra dan putri indonesia', 'menjunjung bahasa persatuan bahasa indonesia', 'kami putra dan putri indonesia', 'mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia', 'mengaku bertumpah darah yang satu tanah airku indonesia']",25,30,"8,33",B,4
719,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia mengaku berbahasa yang satu bahasa indonesia']",30,30,"10,00",A,5
720,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']","['kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung tinggi bahasa persatuan bahasa indonesia', 'kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia']",30,30,"10,00",A,5
721,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']","['kami putra dan putri indonesia', 'menjujung bahasa persatuan indonesia', 'kami putra dan putri indonesia', 'mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia', 'mengaku']",20,30,"6,67",C,3
722,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']",['kami putra dan putri akan memperkuat rasa persatuan dan kesatuan'],5,30,"1,67",E,1
723,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']","['sumpah pemuda kami putra putri indonesia mengaku', 'ndak tau pak smile']",5,30,"1,67",E,1
724,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']",['maaf pak syaa lupa'],5,30,"1,67",E,1
725,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']","['kami pemuda pemudi indonesia manyatakan seluruh persatuan seluruh rakyat indonesia', 'kami pemuda pemudi indonesia menyatakan bahasa persatuan indonesia adalah bahasa indonesia']",10,30,"3,33",E,1
726,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']","['sumpah pemuda', 'kami putra dan putri indonesia bersumpah bernegara yang satu tanah air indonesia', 'kami putra dan putri indonesia bersumpah bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia bersumpah berbahasa yang satu bahasa indonesia']",20,30,"6,67",C,3
727,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']","['kami putra dan putri indonesia', 'mengaku bahwa bangsa indonesia adalah bangsa yang satu', 'dan bahasa indoensia adalah bahasa pemersatu bangsa']",10,30,"3,33",E,1
728,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']","['sumpah pemuda', 'kami pemuda pemudi indonesia mengaku bertanah air yang satu tanah air indonesia', 'kami pemuda pemudi indonesia mengaku bertumpah darah yang satu bangsa indonesia', 'kami pemuda pemudi indonesia mengaku berbahasa yang satu bahasa indonesia']",30,30,"10,00",A,5
729,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']",['kami putra putri bangsa menjunjung tinggi kemerdekaan dan bahasa daerah yang tinggi'],5,30,"1,67",E,1
730,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']",['dalam naskah tersebut berbunyi menghidupkan semangat pemuda pemudi indonesia untuk mensejahtrakan rakyat indonesia yang melalui dibentuknya panitia panitia yang bertujuan yang sama yaitu mewujudkan negara yang adil dan makmur dan dari itu pemuda pemudi mengadakan pertemuan di gedung katholieke jongenlingen bond oost java bioscoop dan indonesia clubgebouw pada tanggal 28 oktober 1928 untuk mempersah proklamasi indonesia dan mempercepat hak bangsa indonesia yaitu kemerderkaan'],5,30,"1,67",E,1
731,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']","['naskah sumpah pemuda adalah', 'kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']",30,30,"10,00",A,5
732,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928 mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']","['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']",['bahwasannya seluruh organisasi kepemudaan yang ada di indonesia harus bersatu dan tidak bersifat kedaerahan'],5,30,"1,67",E,1
