IDJwb,IDPSJ,grade,psj_idx,grade_num,is_synthetic,inverse_words
997,9,9,8,9,0,"Populasi: sekelompok individu sejenis yang berinteraksi di satu daerah (contoh: sekumpulan ikan badut). Komunitas: gabungan populasi berbeda yang berinteraksi di satu daerah (contoh: ikan badut, anemon, dan udang). Ekosistem: interaksi timbal balik makhluk hidup dengan lingkungan tak hidupnya di suatu wilayah (contoh: ekosistem terumbu karang yang dipengaruhi suhu air dan cahaya)."
998,10,3,9,3,0,"Pakai magnet untuk memisahkan besi, setelah itu pasir dan garam dijemur di bawah sinar matahari agar bisa terpisah dengan sendirinya."
999,10,3,9,3,0,"Dicampur air semuanya lalu disaring pakai saringan, nanti besi dan pasir nyangkut di atas, dan air garamnya dibuang saja."
1000,10,3,9,3,0,1. Dipisahkan menggunakan tangan perlahan-lahan. 2. Dicuci pakai air bersih. 3. Dijemur sampai kering.
1001,10,3,9,3,0,"Serbuk besi diambil pakai magnet, lalu campuran sisanya dikasih air biar garamnya larut dan hilang, jadi sisa pasirnya saja yang bisa dipakai."
1002,10,3,9,3,0,"Menggunakan alat penyaring untuk memisahkan besi dari pasir, lalu garam dibakar di atas kompor supaya menjadi kristal."
1003,10,5,9,5,0,1. Pemisahan magnetik untuk menarik serbuk besi. 2. Pasir dan garam disaring menggunakan saringan halus agar garam yang lebih kecil bisa lewat dan pasir tertinggal di atas saringan.
1004,10,5,9,5,0,Semua campuran dimasukkan ke dalam air lalu disaring untuk memisahkan pasir dan besi sekaligus. Air garam yang lolos saringan kemudian dipanaskan biar mengkristal jadi garam lagi.
1005,10,5,9,5,0,Pertama gunakan magnet untuk mengambil besi. Kemudian campur sisanya dengan air supaya pasir larut dalam air dan garamnya mengendap di bagian bawah wadah.
1006,10,5,9,5,0,1. Magnetis untuk mengambil besi. 2. Filtrasi untuk memisahkan garam dari pasir secara langsung. 3. Penguapan untuk mengeringkan pasir dari sisa-sisa debu.
1007,10,5,9,5,0,Disaring dulu semuanya pakai saringan kecil supaya pasirnya terpisah. Lalu sisa campuran besi dan garam ditarik pakai magnet agar besinya menempel. Sisanya tinggal garam yang kemudian dijemur.
1008,11,1,10,1,0,Saya berjanji akan rajin belajar demi memajukan bangsa indonesia.
1009,11,1,10,1,0,Sumpah pemuda dirayakan setiap tanggal 28 oktober oleh seluruh rakyat.
1010,11,1,10,1,0,Indonesia merdeka merdeka hiduplah indonesia raya.
1011,11,1,10,1,0,Kami berjanji untuk tidak bolos sekolah dan selalu mematuhi guru di kelas.
1012,11,1,10,1,0,"Tidak tahu pak, saya lupa naskahnya."
1013,11,4,10,4,0,Kami pemuda indonesia berjanji untuk satu nusa satu bangsa dan satu bahasa.
1014,11,4,10,4,0,1. mengaku tanah air indonesia. 2. mengaku bangsa indonesia.
1015,11,4,10,4,0,Kami putra putri indonesia menjunjung tinggi nilai persatuan bangsa indonesia agar tidak dijajah.
1016,11,4,10,4,0,"Pemuda pemudi bersumpah darah satu, bangsa satu, dan berbahasa persatuan."
1017,11,4,10,4,0,Kami mengaku bersatu padu dalam bangsa indonesia dan selalu berbahasa indonesia.
1018,11,6,10,6,0,1. Kami putra putri indonesia mengaku bertumpah darah yang satu. 2. Kami putra putri indonesia mengaku berbangsa indonesia. 3. Kami putra putri indonesia menjunjung bahasa indonesia.
1019,11,6,10,6,0,"Kami putra dan putri indonesia bersumpah: satu nusa tanah air indonesia, satu bangsa bangsa indonesia, satu bahasa bahasa indonesia."
1020,11,6,10,6,0,1. Bertumpah darah yang satu tanah air indonesia 2. Berbangsa yang satu bangsa indonesia 3. Menjunjung bahasa persatuan yaitu bahasa indonesia.
1021,11,6,10,6,0,"Kami putra dan putri indonesia bertanah air satu indonesia, berbangsa satu bangsa indonesia, dan berbahasa persatuan bahasa indonesia."
1022,11,6,10,6,0,"Kami pemuda indonesia mengaku bertumpah darah satu tanah indonesia, berbangsa satu bangsa indonesia, menjunjung bahasa persatuan bahasa indonesia."
1023,11,9,10,9,0,"1. Kami putra dan putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia. 2. Kami putra dan putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia. 3. Kami putra dan putri Indonesia, menjunjung tinggi bahasa persatuan, bahasa Indonesia. (Catatan: Penambahan kata 'tinggi')"
1024,11,9,10,9,0,Kami putra dan putri Indonesia mengaku bertumpah darah yang satu tanah air Indonesia. Kami putra dan putri Indonesia mengaku berbangsa yang satu bangsa Indonesia. Kami putra dan putri Indonesia menjunjung bahasa persatuan bahasa Indonesia.
1025,11,9,10,9,0,"Pertama: Kami putra dan putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia. Kedua: Kami putra dan putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia. Ketiga: Kami putra dan putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia."
1026,11,9,10,9,0,"Kami putra putri Indonesia mengaku bertumpah darah yang satu, tanah air Indonesia. Kami putra putri Indonesia mengaku berbangsa yang satu, bangsa Indonesia. Kami putra putri Indonesia menjunjung bahasa persatuan, bahasa Indonesia."
1027,11,9,10,9,0,"1. Kami putra dan putri Indonesia mengaku bertumpah darah satu, tanah air Indonesia. 2. Kami putra dan putri Indonesia mengaku berbangsa yang satu, bangsa Indonesia. 3. Kami putra dan putri Indonesia menjunjung bahasa persatuan, bahasa Indonesia."
1028,12,1,11,1,0,"Warna, Kecerahan, Resolusi, Piksel, Megabyte, dan Kapasitas Memori."
1029,12,2,11,2,0,"Elemen digital humanities adalah komputer, internet, manusia, dan data. Contohnya menggunakan komputer untuk mengetik makalah."
1030,12,2,11,2,0,"Digital humanities terdiri dari hardware, software, dan brainware. Contohnya manusia menggunakan laptop untuk mengedit video sejarah."
1031,12,2,11,2,0,"Aset dan Layanan. Contohnya aset adalah uang untuk mendanai proyek, layanannya adalah jaringan internet."
1032,12,2,11,2,0,"Teknologi, Informasi, Komunikasi, dan Sejarah. Contoh proyeknya adalah membuat rangkuman sejarah menggunakan Microsoft Word."
1033,12,2,11,2,0,Elemennya adalah digitalisasi itu sendiri. Contohnya memotret candi Borobudur lalu menguploadnya ke Instagram.
1034,12,3,11,3,0,"Asset, Struktur, Service, Display. Contoh Asset: https://www.google.com/search?q=google.com, Struktur: yahoo.com, Service: bing.com, Display: facebook.com."
1035,12,3,11,3,0,"Ada empat yaitu Aset, struktur, service dan display. Aset itu file, struktur itu susunan, service layanan, display tampilan. Tidak ada contoh proyek."
1036,12,3,11,3,0,"Aset, Struktur, Layanan, Tampilan. Contohnya proyek membuat website perpustakaan tapi aplikasinya belum jadi."
1037,12,3,11,3,0,STUFF (assets) contoh gambar. SERVICES contoh internet. USE contoh monitor komputer. DISPLAY contoh layar.
1038,12,4,11,4,0,"Empat elemen: Aset (kumpulan file), Struktur (arsitektur informasi), Layanan (cara akses), dan Tampilan (antarmuka). Contoh aset: foto candi. Contoh struktur: folder di komputer. Contoh layanan: wifi. Contoh tampilan: layar monitor."
1039,12,4,11,4,0,"Aset, Struktur, Layanan, Tampilan. Contoh di proyek Digital Humanities: Asetnya adalah buku sejarah secara fisik, strukturnya daftar isi buku, layanannya adalah perpustakaan, tampilannya adalah rak buku."
1040,12,4,11,4,0,"Aset: Data digital. Struktur: Pengelolaan informasi. Layanan: Server. Tampilan: UI web. Contohnya proyek digitalisasi buku, asetnya buku pdf, layanannya server lokal."
1041,12,4,11,4,0,"1. Aset (database file), 2. Struktur (arsitektur data), 3. Layanan (software/server), 4. Tampilan (UI). Contoh proyeknya adalah Wikipedia. Asetnya tulisan, layanannya adalah internet."
1042,12,4,11,4,0,"Aset berupa data, struktur berupa pengelolaan, services berupa server, display berupa tampilan website. Contohnya adalah membuat web sejarah, asetnya foto-foto sejarah kuno, layanannya adalah hosting web."
1043,12,6,11,6,0,"Elemen DH ada 4: Aset, Struktur, Layanan, dan Tampilan. Contoh pada proyek Arsip Nasional: Asetnya adalah scan dokumen kemerdekaan. Strukturnya adalah klasifikasi dokumen berdasarkan tahun. Layanannya adalah website arsip nasional yang bisa diakses publik. Tampilannya adalah galeri foto dokumen di web tersebut."
1044,12,6,11,6,0,"Aset, Struktur, Layanan, dan Display. Contoh proyek digitalisasi Candi Borobudur: Asetnya berupa foto 3D candi. Strukturnya adalah pengelompokan relief. Layanannya berupa aplikasi VR Borobudur. Tampilannya adalah interface VR saat pengguna memakai kacamata VR."
1045,12,6,11,6,0,"Empat elemen dasar: Aset (data), Struktur (informasi), Layanan (sistem akses), Tampilan (visual). Contoh proyek peta sejarah: Asetnya peta kuno hasil scan, strukturnya metadata koordinat peta, layanannya server web GIS, tampilannya peta interaktif di browser."
1046,12,6,11,6,0,"1. Aset: file data. 2. Struktur: arsitektur informasi. 3. Layanan: aplikasi/server. 4. Display: tampilan web. Contoh nyata: Proyek Kamus Bahasa Daerah digital. Asetnya kosakata bahasa daerah, strukturnya abjad A-Z, layanannya aplikasi android kamus, tampilannya halaman pencarian kata."
1047,12,6,11,6,0,"Assets (kumpulan file digital), Structure (arsitektur informasi), Service (sarana akses spt server), Display (tampilan untuk user). Contoh pada website museum digital: Asetnya foto artefak, strukturnya kategori artefak, layanannya web server, tampilannya halaman katalog artefak beserta deskripsinya."
1048,12,9,11,9,0,Empat elemen dasar dalam Digital Humanities meliputi: 1) Assets: basis data atau repositori file. 2) Structure: arsitektur informasi yang mengelola aset. 3) Services: infrastruktur layanan seperti server atau API. 4) Display: antarmuka visual pengguna. Contoh konkrit pada Proyek Digitalisasi Naskah Keraton: Assets-nya adalah kumpulan pindaian naskah daun lontar beresolusi tinggi beserta transkripsinya. Structure-nya adalah metadata berstandar Dublin Core yang memuat informasi pengarang dan tahun. Services-nya menggunakan server cloud institusi yang memungkinkan pencarian. Display-nya adalah website portal interaktif di mana pengguna bisa membaca teks berdampingan dengan gambar naskah asli.
1049,12,9,11,9,0,"Elemen DH terdiri atas Assets, Structure, Services, dan Display. Contoh pada proyek 'Ensiklopedia Musik Tradisional Indonesia': - Assets: Koleksi rekaman audio instrumen tradisional (MP3) dan foto alat musik. - Structure: Pengorganisasian data berdasarkan pulau asal, jenis alat musik (tiup, petik, pukul), dan skala nada. - Services: Menggunakan layanan cloud hosting dan database SQL agar bisa diakses online. - Display: Website interaktif yang menampilkan peta Indonesia; pengguna bisa mengklik suatu pulau untuk melihat gambar alat musik dan memutar audionya langsung di browser."
1050,12,10,11,10,0,"Proyek Digital Humanities selalu berpijak pada 4 elemen dasar: 1) Aset (kumpulan data digital/repositori), 2) Struktur (arsitektur informasi dan pengelolaan data), 3) Layanan/Services (infrastruktur seperti server, database, atau API untuk akses), dan 4) Tampilan/Display (organisasi visual melalui antarmuka pengguna). Contoh Konkrit pada Proyek 'Peta Sastra Sejarah Jakarta': - Aset: Kumpulan teks puisi kuno, foto tokoh sastrawan, dan dokumen sejarah terkait kota Jakarta. - Struktur: Basis data relasional yang memetakan karya sastra dengan koordinat geografis (lokasi kejadian) dan tahun terbit. - Layanan: Penggunaan server web berbasis cloud dan layanan pemetaan (Web GIS) agar data bisa diakses dan dianalisis. - Tampilan: Antarmuka situs web berupa peta Jakarta interaktif di mana pengguna dapat mengklik titik lokasi tertentu untuk membaca puisi dan melihat foto sejarah yang berkaitan dengan titik tersebut."
1051,12,10,11,10,0,"Elemen dasar Digital Humanities meliputi: Assets, Structure, Services, dan Display. Contoh konkrit pada proyek 'Digitalisasi Relief Candi Prambanan' (Prambanan Digital Archive): 1. Assets: Repositori yang berisi ribuan citra (foto digital resolusi tinggi) dari setiap panel relief beserta teks narasinya. 2. Structure: Arsitektur informasi yang mengklasifikasikan gambar berdasarkan letak candi (Syiwa, Brahma, Wisnu), nomor panel, dan tokoh cerita (misal: Rama, Shinta). 3. Services: Sistem layanan berbasis web server yang menyediakan fitur pencarian kompleks (search engine) dan akses API database untuk peneliti lain. 4. Display: Antarmuka pengguna (User Interface) pada website yang menampilkan visualisasi 3D candi, di mana pengunjung dapat memperbesar (zoom) gambar relief dan membaca deskripsi cerita Ramayana di panel samping secara bersamaan."
1052,12,10,11,10,0,"Dalam Digital Humanities terdapat 4 elemen esensial: 1) Aset (bahan mentah digital/repositori), 2) Struktur (metode pengorganisasian/arsitektur informasi), 3) Layanan (infrastruktur teknis pembangun akses), dan 4) Tampilan (cara aset disajikan secara visual). Contoh dalam Proyek 'Arsip Suara Pahlawan Nasional': - Aset: File rekaman audio pidato pahlawan dan transkrip teks pidatonya. - Struktur: Metadata yang diatur secara hierarkis mencakup nama pahlawan, tanggal pidato, lokasi, dan topik utama (arsitektur informasi). - Layanan: Hosting pada server institusi arsip yang didukung perangkat lunak streaming audio dan sistem manajemen basis data. - Tampilan: Web responsif yang menyajikan daftar putar (playlist) audio interaktif, dilengkapi teks berjalan (running text) transkripsi pidato yang tersinkronisasi dengan suara, serta filter pencarian berdasarkan tahun."
94,1,1,0,1,1,tepi sungai gunung.Di pinggir sungai.Di tepitepi diri pingggir pingir ditebing gangga tepian
92,1,1,0,1,1,olah olahnya olahan olahr olahdaya olahrasa olahpikir olahgara raga olahhati olahkan olahan-olahan
61,1,1,0,1,1,dewi dewi. dewinya dewiku dewadewi sartika dewi-dewi dewipun dewita dewa dewadewa ratih
92,1,1,0,1,1,olah olahdaya olahnya olahrasa olahr olahpikir olahan kosong olahgara olahragapun raga teraturBerolah
92,1,1,0,1,1,olah olahnya olahan olahr olahdaya olahrasa olahpikir olahhati raga olahgara berolah olahan-olahan
92,1,1,0,1,1,olah olahnya olahan olahr olahdaya olahrasa olahpikir olahhati raga olahgara berolah olahan-olahan
40,1,1,0,1,1,kosong kosongnya kosongan sekosong kosong. kosong.JJM terisi kosong2 kosong.Di kosong- kosonglah penuh-kosong
70,1,1,0,1,1,dan yang konsepyang sekaolah terbntuk cukupsatu tetappi yangbtidak itu ada bekaerja peraangkat
93,1,1,0,1,1,dan suka lain yang sekaolah olahgara konsepyang membiaakan untukdapat olahpikir selain meman-dang
95,1,1,0,1,1,suka dan yang lebihsuka berkpribadian senang ingin tidakut lebih-suka meman-dang tidak tertib-diri
820,1,2,0,2,1,bisa agar dapat untukdapat untuk supaya tidak dan untukbisa yang semua akan
821,1,2,0,2,1,ada itu yang semua sebenarnya memang tersebut beberapa tidak ini juga selain
819,1,2,0,2,1,olah pikir olahpikir olahrasa olahr olahnya berolah olahdaya olahhati raga olahragapun polapikir
820,1,2,0,2,1,bisa agar untukdapat dan untuk dapat yang untukbisa semua tidak supaya sayauntuk
30,1,2,0,2,1,ki ka Ki hajar Wapsi kii pa ngi hi kwa ja ageng
818,1,2,0,2,1,sama kerja bekerja kerjadan kerjan kkerja kerjadalam kerjanya .kerja kerjakerja kerjadi yangbekerja
821,1,2,0,2,1,ada itu yang semua memang sebenarnya tersebut tidak beberapa juga ini selain
820,1,2,0,2,1,bisa agar dan untuk untukdapat yang dapat untukbisa semua tidak sayauntuk ingin
819,1,2,0,2,1,bisa dan olah untuk olahpikir agar sekaolah yang untukdapat semua untukbisa tidak
30,1,2,0,2,1,ki ka Ki Wapsi kii ngi pa ra- hi hajar wr ja
30,1,2,0,2,1,ki Ki ka Wapsi kii ngi ra- pa hi feda hajar wr
30,1,2,0,2,1,ki Ki ka kii Wapsi ngi hajar pa hi ra- ageng ja
30,1,2,0,2,1,ki ka Ki Wapsi kii ngi pa ra- hi hajar ja wr
30,1,2,0,2,1,ki Ki ka hajar kii ageng pa Wapsi ngi hi kwa koe
826,1,3,0,3,1,dan bisa juga yang tidak harus untukdapat jugaakan ada tetappi yangbtidak akan
826,1,3,0,3,1,dan bisa juga tidak yang harus untukdapat jugaakan ada tetappi bisasaja tetapsaja
824,1,3,0,3,1,itu yang tidak juga ada memang bisa kalau pasti jugaakan kitasudah sepertinya
826,1,3,0,3,1,juga yang tidak bisa dan itu ada harus jugaakan memang akan tetappi
825,1,3,0,3,1,dan yang juga tidak itu untukdapat yangbtidak bisa ada tetappi harus jugaakan
823,1,3,0,3,1,dan yang itu yangbtidak juga seseudah tapijuga yanntuk harus bisa mereka terssbut
826,1,3,0,3,1,dan bisa juga tidak yang harus untukdapat jugaakan ada tetappi bisasaja tetapsaja
824,1,3,0,3,1,juga yang tidak bisa itu dan ada jugaakan harus memang akan tetappi
824,1,3,0,3,1,yang juga tidak itu bisa ada dan memang jugaakan harus akan kalau
822,1,3,0,3,1,dan yang juga tidak ada tapijuga itu konsepyang terbntuk tetappi yangbtidak memang
825,1,3,0,3,1,yang dan tidak juga ada untukdapat jugaakan bisa ingin tetappi selain bisasaja
822,1,3,0,3,1,yang dan tidak juga itu ada memang jugaakan bisa tetappi tapijuga bisasaja
822,1,3,0,3,1,yang dan tidak juga ada tapijuga itu tetappi konsepyang jugaakan memang untukdapat
823,1,3,0,3,1,itu yang dan juga bisa tidak yangbtidak harus seseudah memang tetappi ada
100,1,4,0,4,1,dan yang serta sehingga untukdapat baik tidak baikdalam posiitif memngan dalamupaya tapijuga
97,1,4,0,4,1,dan yang serta baik untuk fisikyang untukdapat sehingga aktifvitas posiitif aktiviatas konsepyang
13,1,4,0,4,1,olahan pikiran olahan-olahan olahrasa olah konsepyang olahpikir olahanya olahnya olahdaya pikirang yang
54,1,4,0,4,1,dan yang konsepyang meneyenangkan lebihpenting sangatbaik baik bersihbersih serta benar-enar bena-benar bersaaman
4,1,4,0,4,1,yang dan kita harus tidak bisa untukdapat akan untuk dapat yanntuk kitasudah
98,1,4,0,4,1,yang dan olahrasa olah konsepyang juga olahpikir sekaolah tapijuga diseolah fisikyang olahdaya
4,1,4,0,4,1,yang kita dan harus bisa tidak akan untukdapat untuk kitasudah dapat yanntuk
4,1,4,0,4,1,yang dan tidak untukdapat kita harus bisa akan kitasudah untuk tapijuga dapat
4,1,4,0,4,1,yang dan tidak bisa untukdapat juga harus tapijuga akan kita fisikyang yanntuk
101,1,4,0,4,1,dan yang baik tidak juga bisa serta sehingga untukdapat membugarkan mempersehat teraturBerolah
830,1,5,0,5,1,dan yang juga itu tidak untukdapat yangbtidak bisa tapijuga tetappi harus meman-dang
830,1,5,0,5,1,dan yang juga itu tidak yangbtidak untukdapat bisa tapijuga meman-dang harus tetappi
827,1,5,0,5,1,yang dan itu tetappi konsepyang untukdapat bisa tidak lebihpenting sekaolah juga samapun
827,1,5,0,5,1,yang dan itu tetappi konsepyang untukdapat tidak bisa lebihpenting juga sekaolah baik
829,1,5,0,5,1,dan yang konsepyang tetappi untukdapat sekaolah itu bisa lebihpenting untuk seseudah yanntuk
827,1,5,0,5,1,yang dan itu tetappi konsepyang untukdapat bisa tidak lebihpenting sekaolah juga samapun
830,1,5,0,5,1,dan yang juga itu tidak yangbtidak untukdapat bisa tapijuga meman-dang harus tetappi
827,1,5,0,5,1,yang dan itu tetappi konsepyang untukdapat tidak lebihpenting bisa juga baik sekaolah
827,1,5,0,5,1,yang dan tetappi itu konsepyang tidak untukdapat lebihpenting juga baik bisa samapun
17,1,5,0,5,1,kuat sama dan yang lebihpenting lebih-digunakan tersndiri sangatbaik relaitif terbntuk menahlukan tetappi
829,1,5,0,5,1,dan yang konsepyang tetappi sekaolah untuk untukdapat yanntuk yangbtidak seseudah tapijuga terbntuk
827,1,5,0,5,1,yang dan itu tetappi konsepyang tidak lebihpenting untukdapat baik betu-betul bena-benar sekaolah
17,1,5,0,5,1,dan sama kuat yang tidak lebihpenting lebih-digunakan kuat.bisa sangatbaik tersndiri tetappi memiliki
829,1,5,0,5,1,dan yang konsepyang tetappi sekaolah untuk lebihpenting untukdapat yangbtidak tapijuga sangatbaik yanntuk
831,1,7,0,7,1,dan yang untukdapat untuk tetappi sekaolah menahlukan lebihpenting konsepyang tidak polapikir manusisa
832,1,7,0,7,1,yang dan konsepyang tetappi itu untukdapat yangbtidak polapikir lebihpenting sekaolah yanngan tidak
37,1,7,0,7,1,dan kita untuk untukdapat kitaakan yang untknya membiaakan manusiauntuk sayauntuk makaakan bisa
831,1,7,0,7,1,dan yang sekaolah untukdapat untuk menahlukan konsepyang tetappi olahpikir olahrasa polapikir lebihpenting
832,1,7,0,7,1,yang dan konsepyang tetappi itu polapikir sekaolah untukdapat lebihpenting yangbtidak yanngan benar-enar
49,1,7,0,7,1,olah raga olahr olahrasa berolah olahdaya olahpikir olahnya raga. olahhati teraturBerolah Berolah
832,1,7,0,7,1,yang dan konsepyang tetappi itu untukdapat yangbtidak polapikir lebihpenting sekaolah yanngan benar-enar
831,1,7,0,7,1,dan yang sekaolah olahpikir olahrasa untuk untukdapat konsepyang menahlukan tetappi polapikir lebihpenting
831,1,7,0,7,1,dan olah yang olahpikir sekaolah olahrasa konsepyang menahlukan untuk polapikir untukdapat olahdaya
37,1,7,0,7,1,dan untuk kita untukdapat yang kitaakan untknya membiaakan tetappi bisa makaakan sayauntuk
832,1,7,0,7,1,yang dan konsepyang tetappi itu untukdapat yangbtidak polapikir lebihpenting sekaolah yanngan benar-enar
37,1,7,0,7,1,dan untuk yang untukdapat kita untknya kitaakan tetappi membiaakan sekaolah makaakan menahlukan
37,1,7,0,7,1,dan kita untuk untukdapat kitaakan yang untknya membiaakan manusiauntuk makaakan sayauntuk kitas
832,1,7,0,7,1,yang dan konsepyang tetappi itu sekaolah polapikir untukdapat lebihpenting yangbtidak yanngan benar-enar
74,1,8,0,8,1,olah raga olahr olahrasa berolah olahpikir raga. olahnya olahhati olahdaya ragapun Olah
66,1,8,0,8,1,dan yang olahrasa konsepyang olahpikir olah menahlukan sekaolah lebihpenting diseolah tapijuga fisikyang
34,1,8,0,8,1,olah raga olahrasa olahr olahpikir berolah olahnya raga. olahhati olahdaya ragapun teraturBerolah
85,1,8,0,8,1,dan olah olahrasa yang olahpikir konsepyang sekaolah diseolah olahdaya menahlukan tetappi makaakan
16,1,8,0,8,1,olah raga olahrasa olahr olahpikir berolah olahnya olahhati raga. olahdaya teraturBerolah ragapun
45,1,8,0,8,1,olah raga olahrasa olahr olahpikir berolah olahnya olahhati raga. olahdaya teraturBerolah ragapun
45,1,8,0,8,1,olah raga olahrasa olahr olahpikir berolah olahnya raga. olahhati olahdaya ragapun teraturBerolah
16,1,8,0,8,1,olah raga olahrasa olahpikir olahr olahnya olahhati olahdaya berolah teraturBerolah ragapun raga.
12,1,9,0,9,1,yang dan konsepyang olahrasa olahpikir lebihpenting hijaupun haruh mempeunyai itu benar-enar tidak
89,1,9,0,9,1,yang dan konsepyang dalam olahrasa polapikir yanngan sessuatu sesauatu olahpikir tersebutdalam tetappi
12,1,9,0,9,1,yang dan konsepyang olahrasa hijaupun olahpikir lebihpenting haruh itu mempeunyai kesar benar-enar
12,1,9,0,9,1,yang dan konsepyang olahrasa olahpikir lebihpenting polapikir mempeunyai menahlukan benar-enar olah haruh
89,1,9,0,9,1,yang dan konsepyang polapikir yanngan olahrasa olahpikir tetappi posiitif sesauatu fisikyang menahlukan
25,1,9,0,9,1,dan yang polapikir konsepyang lebihpenting tapijuga yanngan serta posiitif baik tetappi mempeunyai
89,1,9,0,9,1,yang dan konsepyang dalam olahrasa polapikir yanngan sessuatu olahpikir sesauatu tersebutdalam tetappi
12,1,9,0,9,1,yang dan konsepyang olahrasa olahpikir polapikir menahlukan lebihpenting mempeunyai olah benar-enar peraasaan
27,1,9,0,9,1,yang dan konsepyang olahrasa olahpikir polapikir menahlukan olah mempeunyai lebihpenting benar-enar peraasaan
12,1,9,0,9,1,yang dan konsepyang olahrasa olahpikir lebihpenting itu haruh hijaupun mempeunyai benar-enar yanngan
89,1,9,0,9,1,yang dan konsepyang dalam olahrasa polapikir yanngan sessuatu sesauatu olahpikir tetappi tersebutdalam
12,1,9,0,9,1,yang dan konsepyang olahrasa olahpikir hijaupun haruh lebihpenting itu kesar benar-enar mempeunyai
12,1,9,0,9,1,yang dan konsepyang olahrasa olahpikir lebihpenting hijaupun haruh mempeunyai itu benar-enar polapikir
89,1,9,0,9,1,yang dan konsepyang olahrasa polapikir olahpikir yanngan menahlukan sesauatu peraasaan tetappi sessuatu
126,2,1,1,1,1,ada atau makaakan tetappi suatu tidak seseudah karena yang sesuuatu lebih-digunakan melakan
126,2,1,1,1,1,ada tidak karena yang atau tetappi jika itu makaakan suatu seseudah tidakut
834,2,1,1,1,1,tidak itu ada jadi bisa yang sudah juga kalau memang pasti akan
837,2,2,1,2,1,tidak itu ada yang tetappi bisa kalau juga jadi sebenarnya memang tapi
837,2,2,1,2,1,tidak itu ada yang bisa kalau tetappi juga karena tapi jadi memang
839,2,2,1,2,1,tidak itu yang ada bisa kalau juga memang karena sudah tetappi tapi
844,2,4,1,4,1,tidak yang itu tetappi akan bisa makaakan dan seseudah tidakut juga tetapsaja
845,2,4,1,4,1,tidak yang dan sehingga bisa akan tetappi itu tidakut ada tetapsaja makaakan
844,2,4,1,4,1,tidak yang tetappi akan dan itu bisa makaakan tidakut seseudah sehingga tetapsaja
109,2,5,1,5,1,yang tidak relaitif beengan makaakan sehingga tetappi sesuaai karena sesuaatu atau tidakyang
107,2,5,1,5,1,tidak yang ada beengan akan tetappi karena tidakyang makaakan sesuaai seseudah bisa
109,2,5,1,5,1,tidak yang beengan karena relaitif makaakan ada tetappi sesuaai tidakyang atau seseudah
140,2,6,1,6,1,tidak akan dapat yang sehingga bisa tidakut dan tetapsaja makaakan tetappi juga
142,2,6,1,6,1,yang tidak sehingga ada akan tetappi seseudah tersebut itu dapat suatu bisa
140,2,6,1,6,1,tidak akan bisa sehingga yang dapat tidakut tetapsaja dan tetappi makaakan juga
847,2,7,1,7,1,tidak yang bisa dan akan sehingga itu untukdapat tetappi juga tidakut ada
847,2,7,1,7,1,tidak dan yang bisa akan sehingga untukdapat tetappi tidakut makaakan ada dapat
849,2,7,1,7,1,tidak yang dan sehingga ada bisa akan itu tetappi juga karena tidakut
853,2,9,1,9,1,yang tidak dan sehingga tersebut tetappi itu akan ada dapat tidakut ini
853,2,9,1,9,1,yang tidak dan sehingga tetappi tersebut itu tidakut akan ada karena untukdapat
852,2,9,1,9,1,yang tidak dan sehingga tersebut dapat itu ada akan tetappi juga ini
852,2,9,1,9,1,yang tidak dan sehingga dapat tersebut ada akan itu juga ini tetappi
853,2,9,1,9,1,yang tidak dan sehingga tetappi tersebut itu tidakut akan ada karena untukdapat
852,2,9,1,9,1,yang tidak dan sehingga tersebut itu tetappi akan dapat ada ini juga
135,2,10,1,10,1,tidak yang dan ada sehingga tetappi karena itu atau tidakut seseudah meskipun
128,2,10,1,10,1,tidak yang sehingga akan dapat dan tetappi bisa ini tersebut itu ada
135,2,10,1,10,1,yang tidak dan sehingga tetappi ada karena atau tidakut itu seseudah makaakan
882,4,1,3,1,1,yang sebenarnya dan tidak tetappi apa itu mungkin yangjelas betu-betul tentu yangbtidak
884,4,2,3,2,1,dan yang pengturan peraangkat peraatan konsepyang terknoneksi internetjuga relaitif perangkat kompunikasi yanngan
181,4,3,3,3,1,yang dan itu lebih-digunakan konsepyang tetappi tersebut peraangkat yangjelas fisikyang yanngan atau
892,4,5,3,5,1,yang terknoneksi file data konsepyang instuksi indoaplikasi dataword peraangkat tersebut mengukti lebih-digunakan
192,4,6,3,6,1,yang dan dalam konsepyang instuksi terknoneksi data peraangkat lebih-digunakan penagturan 228-lipi-gelar-desiminasi-hasil-penelitian-lipi-tentang-instrumen-fisika-dan-opto-elektronika mereka.jadi
203,4,7,3,7,1,dalam yang atau terknoneksi penyimpanan penyimpananan memgisi penagturan slot-loading pengturan suatu konsepyang
893,4,8,3,8,1,yang dan atau data terknoneksi instuksi suatu konsepyang datadan yanngan dalam sesuaai
187,4,9,3,9,1,yang atau dan tersebut konsepyang relaitif terknoneksi peraangkat suatu lebih-digunakan lain sesuaai
176,4,10,3,10,1,yang atau dan suatu dalam dimana terknoneksi pada lebih-digunakan konsepyang tersebut peraangkat
